uid	data_type	xy_type	school	student_id	course_name	group	test_type	question_id	slide_id	correctness	student_answer	correct_answer	question_content	course_content
bcde5e82-1980-4f54-8539-8f1ca15a119f	test	past	elementary school	u5	4	group 3	pre test	3	6	0	Outlook;Humidity	AB	In this form below, which features can we select to decide whether people enjoy tennis? <please select the answer> A. Outlook B. Temperature C. Humidity D. Wind; Form: table of features and tennis enjoyment	More details of a decision tree. In the prediction a certain attribute is used to make a judgment at the internal nodes of the tree. According to the judgment result which branch to enter is decided. When it reaches the leaf node the classification result is obtained. It contains a picture of the decision tree.
22bcb0c6-b8aa-43bd-836c-7c7de65004f7	train	past	elementary school	u5	4	group 3	pre test	2	5	0	no and yes, humidity and wind, sunny and rain	Internal node, branch, leaf node (Internal node: Outlook, Humidity, Wind Branch: Sunny, Overcast... Leaf node: Yes, No)	The picture below shows a decision tree, please list three kinds of elements of a decision tree? And please give examples of each node type in this decision tree? Picture: decision tree of weather <please input your answer>	The structure of a decision tree. Internal node. Branch. Leaf node. It contains a picture of the structure of a decision tree.
0465d047-e94b-44da-8a52-ed0a608998ae	train	future	elementary school	u5	4	group 3	pre test	6	18	0	Yes	B	Does the performance of the KNN algorithm always get better as k increases? <please select the best answer> A. Yes B. No	The Effect of K. Choose best k on the validation set. (Often set k as an odd number). It contains a graph of choosing the best k.
f50d9fc5-fb41-463d-99a5-7d1e6d3a4ae4	train	past	elementary school	u5	4	group 3	pre test	5	14	1	Red	A	In this image about the process of KNN algorithm, which cluster should Xj be classified to? <please select the best answer> A. Red B. Green C. Blue; Image: KNN algorithm graph	K-Nearest-Neighbors (KNN). x is closest to a red point. But most of the next closest points are blue. If we only consider the closest point the result won’t be accurate enough. It contains a picture of KNN.
918f5914-db02-4735-b090-c573e6c32481	train	past	elementary school	u5	4	group 3	pre test	1	3	0	unsupervised learning	features	What do humans use to classify objects, for instance, pictures of fruits? <please input your answer>	How do humans classify. Humans use objects’ characteristics to classify objects resulting in the label of objects.
9b6c8de1-343c-4de0-9fd0-676de7c72b35	train	past	elementary school	u9	4	group 3	pre test	4	13	0	nan	Label x with the label of the closest example to x	In the I-Nearest-Neighbor method, how should we classify a new example? <please input your answer>	I-Nearest-Neighbor (1NN). To classify a new example x: Label x with the label of the closest example to x in the training set. Closest to red class. Euclidean Distance. It contains a picture of 1NN.
9c8eddb0-c9a7-48d8-ba6d-475848a89a31	train	past	elementary school	u9	4	group 3	pre test	3	6	0	Outlook	AB	In this form below, which features can we select to decide whether people enjoy tennis? <please select the answer> A. Outlook B. Temperature C. Humidity D. Wind; Form: table of features and tennis enjoyment	More details of a decision tree. In the prediction a certain attribute is used to make a judgment at the internal nodes of the tree. According to the judgment result which branch to enter is decided. When it reaches the leaf node the classification result is obtained. It contains a picture of the decision tree.
91a3ef71-67dc-4607-9a56-002482b98cb5	test	past	elementary school	u9	4	group 3	pre test	2	5	0	Outlook Humidity Wind	Internal node, branch, leaf node (Internal node: Outlook, Humidity, Wind Branch: Sunny, Overcast... Leaf node: Yes, No)	The picture below shows a decision tree, please list three kinds of elements of a decision tree? And please give examples of each node type in this decision tree? Picture: decision tree of weather <please input your answer>	The structure of a decision tree. Internal node. Branch. Leaf node. It contains a picture of the structure of a decision tree.
bb4408f4-1264-4b8a-8e3b-7b820cb88ba7	test	future	elementary school	u9	4	group 3	pre test	6	18	1	No	B	Does the performance of the KNN algorithm always get better as k increases? <please select the best answer> A. Yes B. No	The Effect of K. Choose best k on the validation set. (Often set k as an odd number). It contains a graph of choosing the best k.
64ea242f-8a6b-482a-a614-12b0ae0ecacb	train	past	elementary school	u9	4	group 3	pre test	5	14	1	Red	A	In this image about the process of KNN algorithm, which cluster should Xj be classified to? <please select the best answer> A. Red B. Green C. Blue; Image: KNN algorithm graph	K-Nearest-Neighbors (KNN). x is closest to a red point. But most of the next closest points are blue. If we only consider the closest point the result won’t be accurate enough. It contains a picture of KNN.
9b22fa2f-0af5-41bf-b985-48f834ab0a52	train	past	elementary school	u9	4	group 3	pre test	1	3	0	They outlook	features	What do humans use to classify objects, for instance, pictures of fruits? <please input your answer>	How do humans classify. Humans use objects’ characteristics to classify objects resulting in the label of objects.
118860c1-a026-4d0f-b27b-9f90e94eccda	train	past	elementary school	u23	4	group 3	pre test	4	13	0	Idk	Label x with the label of the closest example to x	In the I-Nearest-Neighbor method, how should we classify a new example? <please input your answer>	I-Nearest-Neighbor (1NN). To classify a new example x: Label x with the label of the closest example to x in the training set. Closest to red class. Euclidean Distance. It contains a picture of 1NN.
d3921228-45f9-451a-a392-2f127c5a0cff	train	past	elementary school	u23	4	group 3	pre test	3	6	0	Outlook;Temperature;Humidity	AB	In this form below, which features can we select to decide whether people enjoy tennis? <please select the answer> A. Outlook B. Temperature C. Humidity D. Wind; Form: table of features and tennis enjoyment	More details of a decision tree. In the prediction a certain attribute is used to make a judgment at the internal nodes of the tree. According to the judgment result which branch to enter is decided. When it reaches the leaf node the classification result is obtained. It contains a picture of the decision tree.
7d75b8d1-8329-4b6b-b34e-04acc99bfaba	train	past	elementary school	u23	4	group 3	pre test	2	5	1	Input, options, output	Internal node, branch, leaf node (Internal node: Outlook, Humidity, Wind Branch: Sunny, Overcast... Leaf node: Yes, No)	The picture below shows a decision tree, please list three kinds of elements of a decision tree? And please give examples of each node type in this decision tree? Picture: decision tree of weather <please input your answer>	The structure of a decision tree. Internal node. Branch. Leaf node. It contains a picture of the structure of a decision tree.
69cd0df4-0da8-44f9-bc26-1663463f4510	train	future	elementary school	u23	4	group 3	pre test	6	18	1	No	B	Does the performance of the KNN algorithm always get better as k increases? <please select the best answer> A. Yes B. No	The Effect of K. Choose best k on the validation set. (Often set k as an odd number). It contains a graph of choosing the best k.
3b4cfa74-214b-48f9-bcd0-a2ceb0a4c6ad	test	past	elementary school	u23	4	group 3	pre test	5	14	1	Red	A	In this image about the process of KNN algorithm, which cluster should Xj be classified to? <please select the best answer> A. Red B. Green C. Blue; Image: KNN algorithm graph	K-Nearest-Neighbors (KNN). x is closest to a red point. But most of the next closest points are blue. If we only consider the closest point the result won’t be accurate enough. It contains a picture of KNN.
a0b6438b-050b-49be-a5b7-f96a4bf21030	test	past	elementary school	u23	4	group 3	pre test	1	3	1	Colors, shapes, textures, smell, taste, look.	features	What do humans use to classify objects, for instance, pictures of fruits? <please input your answer>	How do humans classify. Humans use objects’ characteristics to classify objects resulting in the label of objects.
62f1b38a-69b6-4e94-9a4d-315cef612c3f	test	past	elementary school	u20	4	group 3	pre test	4	13	0	I dont know the answer 	Label x with the label of the closest example to x	In the I-Nearest-Neighbor method, how should we classify a new example? <please input your answer>	I-Nearest-Neighbor (1NN). To classify a new example x: Label x with the label of the closest example to x in the training set. Closest to red class. Euclidean Distance. It contains a picture of 1NN.
ac16e16e-7d83-4dc2-af22-21e7632364c4	train	past	elementary school	u20	4	group 3	pre test	3	6	0	Wind	AB	In this form below, which features can we select to decide whether people enjoy tennis? <please select the answer> A. Outlook B. Temperature C. Humidity D. Wind; Form: table of features and tennis enjoyment	More details of a decision tree. In the prediction a certain attribute is used to make a judgment at the internal nodes of the tree. According to the judgment result which branch to enter is decided. When it reaches the leaf node the classification result is obtained. It contains a picture of the decision tree.
42c01005-8777-4555-8288-3874774f68fd	train	past	elementary school	u20	4	group 3	pre test	2	5	0	humidity outlook wind. 	Internal node, branch, leaf node (Internal node: Outlook, Humidity, Wind Branch: Sunny, Overcast... Leaf node: Yes, No)	The picture below shows a decision tree, please list three kinds of elements of a decision tree? And please give examples of each node type in this decision tree? Picture: decision tree of weather <please input your answer>	The structure of a decision tree. Internal node. Branch. Leaf node. It contains a picture of the structure of a decision tree.
bc2951e6-5270-47d4-8fd1-803d6bf96f14	train	future	elementary school	u20	4	group 3	pre test	6	18	0	Yes	B	Does the performance of the KNN algorithm always get better as k increases? <please select the best answer> A. Yes B. No	The Effect of K. Choose best k on the validation set. (Often set k as an odd number). It contains a graph of choosing the best k.
25f07efa-e062-489e-b7c3-a8242b75b26c	train	past	elementary school	u20	4	group 3	pre test	5	14	1	Red	A	In this image about the process of KNN algorithm, which cluster should Xj be classified to? <please select the best answer> A. Red B. Green C. Blue; Image: KNN algorithm graph	K-Nearest-Neighbors (KNN). x is closest to a red point. But most of the next closest points are blue. If we only consider the closest point the result won’t be accurate enough. It contains a picture of KNN.
9490f3ce-cd5a-4bde-a1e3-61eeea3e67ac	train	past	elementary school	u20	4	group 3	pre test	1	3	0	b4ain	features	What do humans use to classify objects, for instance, pictures of fruits? <please input your answer>	How do humans classify. Humans use objects’ characteristics to classify objects resulting in the label of objects.
e884d258-eb34-48c3-8c63-5be0fb7554de	test	past	elementary school	u6	4	group 3	pre test	4	13	0	idk	Label x with the label of the closest example to x	In the I-Nearest-Neighbor method, how should we classify a new example? <please input your answer>	I-Nearest-Neighbor (1NN). To classify a new example x: Label x with the label of the closest example to x in the training set. Closest to red class. Euclidean Distance. It contains a picture of 1NN.
2dea3b81-c5bc-4c3a-8e67-f6334d7fc6fd	test	past	elementary school	u6	4	group 3	pre test	3	6	0	Temperature;Humidity;Wind	AB	In this form below, which features can we select to decide whether people enjoy tennis? <please select the answer> A. Outlook B. Temperature C. Humidity D. Wind; Form: table of features and tennis enjoyment	More details of a decision tree. In the prediction a certain attribute is used to make a judgment at the internal nodes of the tree. According to the judgment result which branch to enter is decided. When it reaches the leaf node the classification result is obtained. It contains a picture of the decision tree.
84b55c8b-ccf8-489a-b332-ec898c887e80	train	past	elementary school	u6	4	group 3	pre test	2	5	0	idk	Internal node, branch, leaf node (Internal node: Outlook, Humidity, Wind Branch: Sunny, Overcast... Leaf node: Yes, No)	The picture below shows a decision tree, please list three kinds of elements of a decision tree? And please give examples of each node type in this decision tree? Picture: decision tree of weather <please input your answer>	The structure of a decision tree. Internal node. Branch. Leaf node. It contains a picture of the structure of a decision tree.
ce040437-059e-4c5f-bce5-0a43cd4a4dc4	test	future	elementary school	u6	4	group 3	pre test	6	18	1	No	B	Does the performance of the KNN algorithm always get better as k increases? <please select the best answer> A. Yes B. No	The Effect of K. Choose best k on the validation set. (Often set k as an odd number). It contains a graph of choosing the best k.
88a30ca3-a82f-417b-885b-a090807a98a5	train	past	elementary school	u6	4	group 3	pre test	5	14	1	Red	A	In this image about the process of KNN algorithm, which cluster should Xj be classified to? <please select the best answer> A. Red B. Green C. Blue; Image: KNN algorithm graph	K-Nearest-Neighbors (KNN). x is closest to a red point. But most of the next closest points are blue. If we only consider the closest point the result won’t be accurate enough. It contains a picture of KNN.
a2974b92-80cd-4a33-ab38-3e2e8047a7e6	train	past	elementary school	u6	4	group 3	pre test	1	3	1	Characteristics and Labels.	features	What do humans use to classify objects, for instance, pictures of fruits? <please input your answer>	How do humans classify. Humans use objects’ characteristics to classify objects resulting in the label of objects.
98853cb7-155b-421a-b53b-0a1f4c4477ab	train	past	elementary school	u7	4	group 3	pre test	4	13	0	???	Label x with the label of the closest example to x	In the I-Nearest-Neighbor method, how should we classify a new example? <please input your answer>	I-Nearest-Neighbor (1NN). To classify a new example x: Label x with the label of the closest example to x in the training set. Closest to red class. Euclidean Distance. It contains a picture of 1NN.
3226e668-5f1c-41c8-a899-ffe4f3ff3237	test	past	elementary school	u7	4	group 3	pre test	3	6	0	Outlook;Temperature;Wind	AB	In this form below, which features can we select to decide whether people enjoy tennis? <please select the answer> A. Outlook B. Temperature C. Humidity D. Wind; Form: table of features and tennis enjoyment	More details of a decision tree. In the prediction a certain attribute is used to make a judgment at the internal nodes of the tree. According to the judgment result which branch to enter is decided. When it reaches the leaf node the classification result is obtained. It contains a picture of the decision tree.
eaf49e71-2180-48f3-b4f5-378747103efb	train	past	elementary school	u7	4	group 3	pre test	2	5	0	???. 	Internal node, branch, leaf node (Internal node: Outlook, Humidity, Wind Branch: Sunny, Overcast... Leaf node: Yes, No)	The picture below shows a decision tree, please list three kinds of elements of a decision tree? And please give examples of each node type in this decision tree? Picture: decision tree of weather <please input your answer>	The structure of a decision tree. Internal node. Branch. Leaf node. It contains a picture of the structure of a decision tree.
716a5f88-449d-4a81-82b8-9ddd3bb7160b	train	future	elementary school	u7	4	group 3	pre test	6	18	0	Yes	B	Does the performance of the KNN algorithm always get better as k increases? <please select the best answer> A. Yes B. No	The Effect of K. Choose best k on the validation set. (Often set k as an odd number). It contains a graph of choosing the best k.
95e7a9ee-6ec9-46a7-a4f3-088dcfa816e1	train	past	elementary school	u7	4	group 3	pre test	5	14	0	Blue	A	In this image about the process of KNN algorithm, which cluster should Xj be classified to? <please select the best answer> A. Red B. Green C. Blue; Image: KNN algorithm graph	K-Nearest-Neighbors (KNN). x is closest to a red point. But most of the next closest points are blue. If we only consider the closest point the result won’t be accurate enough. It contains a picture of KNN.
849f9157-9b22-48d1-b6cf-6b8de0147ff7	train	past	elementary school	u7	4	group 3	pre test	1	3	0	Neurons?	features	What do humans use to classify objects, for instance, pictures of fruits? <please input your answer>	How do humans classify. Humans use objects’ characteristics to classify objects resulting in the label of objects.
8204253e-4fed-4edc-9e55-b49b547c215f	test	past	elementary school	u12	11	group 1	post test	4	10	0	y	few shot learning	What is the name of the method that enables ANNs to learn from limited examples? <please input your answer>	Few-shot learning. Few-shot learning aims to build accurate machine learning models with less training data. A picture highlighting the difference between large data training and few-shot training.
0f8c9ab0-064c-4c83-8a47-a38021e9ecb3	test	past	elementary school	u12	11	group 1	post test	3	8	0	i	numbers/labels, the statistical relationships among them	In graphic models, what does nodes and lines represent? <please input your answer>	Graphical model. Graphical model is a new kind of fast-learning algorithm. Nodes: describe anything that can be represented by numbers or labels. Arrows and lines: show one node’s value ends up with the given value of another node. A picture of an example graph.
66fd48ad-929a-43b0-808f-aa693e919493	train	past	elementary school	u12	11	group 1	post test	2	5	0	in 	There are still areas where people perform much better than AI	Why should we watch for developments in neuroscience? Please list one reason. <please input your answer>	We should watch for developments in neuroscience. There are still areas where people perform much better than AI. There may be a different operating principle we can learn from biological neural networks. Two pictures that show the similarty between a biological neuron and the one in ANN.
69bb5787-e0ee-4c41-88cc-95297f4da8a0	train	future	elementary school	u12	11	group 1	post test	7	12	0	j	Generator/Discriminator	What are names of the two smaller models in the the neural network that can generate examples of what it has learned but has not yet seen <please input your answer>	GAN in details. A picture of the GAN architecture (random noise to generator to generate a fake image and a discriminator trying to discriminate that from the training image)
d1776444-39e4-465c-afb3-def6cca95656	train	future	elementary school	u12	11	group 1	post test	6	11	0	n	Generative model	What is the name of the neural network that can generate new examples of what it has learned but has not yet seen? <please input your answer>	Generative model. Another thing that humans have but machines seem to lack is creativity. ANN models called the generative model can create examples after learning. Generative adversarial network (GAN) learns to generate outputs indistinguishable from the real data. Images generated by GAN.
9291e143-5303-48ff-8ae2-80cca55944c9	train	past	elementary school	u12	11	group 1	post test	5	13	0	j	The original task and the applied task have some common features	In which condition can transfer learning reduce the time to train for the new task? (Hint: not a exact example like CNN.) <please input your answer>	Transfer learning to new areas. Humans also seem to have the ability to transfer learning to new areas. A network trained for one task may be able to be trained for another task faster if the original task and the applied task have some common features. A picture showing transfer learning where the source data/labels are larger than the target data/labels.
e48203fa-509a-4f7f-89f3-8842c9e1c64b	test	future	elementary school	u12	11	group 1	post test	8	17	1	6	Six	How many layers does the cortex of the human big brain have? <please input your answer>	The structure of human brain. The “big brain” of humans is made of six layers organized into columns. We don’t precisely understand how the layers and columns work although we know how these cell types are distributed in the layers. Once we find out, the understanding of brain may change and impact ANN technology. A picture showing the six layers of a human brain.
9d679916-28e2-4d36-ade6-62fecd27808a	train	past	elementary school	u12	11	group 1	post test	1	4	1	Backpropigation	backpropagation	Please give an example of mechanism that neurons do not have but neural networks have? <please input your answer>	The interaction has decreased. A real neuron is made of tiny electrochemical processes that are only roughly approximated in an artificial neuron model. It is unlikely that backpropagation is going on in the brain when people learn, while backpropagation is a powerful algorithm for training ANNs. A picture of backpropagation.
f9b83a6d-4ea9-4250-a366-89b0cc2cb9c2	test	past	elementary school	u10	11	group 1	post test	4	10	1	few shot learning	few shot learning	What is the name of the method that enables ANNs to learn from limited examples? <please input your answer>	Few-shot learning. Few-shot learning aims to build accurate machine learning models with less training data. A picture highlighting the difference between large data training and few-shot training.
e515d7e0-574e-4c77-99a3-6a3bf83fa7db	test	past	elementary school	u10	11	group 1	post test	3	8	0	the nodes and lines repesent the network	numbers/labels, the statistical relationships among them	In graphic models, what does nodes and lines represent? <please input your answer>	Graphical model. Graphical model is a new kind of fast-learning algorithm. Nodes: describe anything that can be represented by numbers or labels. Arrows and lines: show one node’s value ends up with the given value of another node. A picture of an example graph.
8f5d0ae2-7363-4613-a1d9-322a1dc23bce	train	past	elementary school	u10	11	group 1	post test	2	5	1	because in some cases humans do better than AI	There are still areas where people perform much better than AI	Why should we watch for developments in neuroscience? Please list one reason. <please input your answer>	We should watch for developments in neuroscience. There are still areas where people perform much better than AI. There may be a different operating principle we can learn from biological neural networks. Two pictures that show the similarty between a biological neuron and the one in ANN.
4070d8e1-6b6b-41ea-8c9c-dcb17e8ea196	test	future	elementary school	u10	11	group 1	post test	7	12	0	i do not know	Generator/Discriminator	What are names of the two smaller models in the the neural network that can generate examples of what it has learned but has not yet seen <please input your answer>	GAN in details. A picture of the GAN architecture (random noise to generator to generate a fake image and a discriminator trying to discriminate that from the training image)
9e3ab491-e929-4bc2-9700-4dd612c31a34	train	future	elementary school	u10	11	group 1	post test	6	11	1	generative model	Generative model	What is the name of the neural network that can generate new examples of what it has learned but has not yet seen? <please input your answer>	Generative model. Another thing that humans have but machines seem to lack is creativity. ANN models called the generative model can create examples after learning. Generative adversarial network (GAN) learns to generate outputs indistinguishable from the real data. Images generated by GAN.
74c9d7e1-97ba-4f1e-840c-2491be7ca278	train	past	elementary school	u10	11	group 1	post test	5	13	1	when the original task and the applied task have a few common features	The original task and the applied task have some common features	In which condition can transfer learning reduce the time to train for the new task? (Hint: not a exact example like CNN.) <please input your answer>	Transfer learning to new areas. Humans also seem to have the ability to transfer learning to new areas. A network trained for one task may be able to be trained for another task faster if the original task and the applied task have some common features. A picture showing transfer learning where the source data/labels are larger than the target data/labels.
64b7883d-ddd0-46ff-a2d5-e1f8187aa51c	test	future	elementary school	u10	11	group 1	post test	8	17	1	6	Six	How many layers does the cortex of the human big brain have? <please input your answer>	The structure of human brain. The “big brain” of humans is made of six layers organized into columns. We don’t precisely understand how the layers and columns work although we know how these cell types are distributed in the layers. Once we find out, the understanding of brain may change and impact ANN technology. A picture showing the six layers of a human brain.
4b3bf20d-595b-46e3-9603-31e627f4c093	train	past	elementary school	u10	11	group 1	post test	1	4	0	 	backpropagation	Please give an example of mechanism that neurons do not have but neural networks have? <please input your answer>	The interaction has decreased. A real neuron is made of tiny electrochemical processes that are only roughly approximated in an artificial neuron model. It is unlikely that backpropagation is going on in the brain when people learn, while backpropagation is a powerful algorithm for training ANNs. A picture of backpropagation.
f9991a28-cfe9-4154-b99c-d4a29a6246d2	train	past	elementary school	u13	11	group 1	post test	4	10	1	few shot learning	few shot learning	What is the name of the method that enables ANNs to learn from limited examples? <please input your answer>	Few-shot learning. Few-shot learning aims to build accurate machine learning models with less training data. A picture highlighting the difference between large data training and few-shot training.
1bd4b6aa-ff53-459b-9259-b66316f0ffa2	train	past	elementary school	u13	11	group 1	post test	3	8	0	 the statistical relationships among them	numbers/labels, the statistical relationships among them	In graphic models, what does nodes and lines represent? <please input your answer>	Graphical model. Graphical model is a new kind of fast-learning algorithm. Nodes: describe anything that can be represented by numbers or labels. Arrows and lines: show one node’s value ends up with the given value of another node. A picture of an example graph.
c8dc801f-351c-46f3-a1e7-b7f0826cf848	train	past	elementary school	u13	11	group 1	post test	2	5	1	There are still areas where people perform much better than AI	There are still areas where people perform much better than AI	Why should we watch for developments in neuroscience? Please list one reason. <please input your answer>	We should watch for developments in neuroscience. There are still areas where people perform much better than AI. There may be a different operating principle we can learn from biological neural networks. Two pictures that show the similarty between a biological neuron and the one in ANN.
53fb5538-3942-4ddc-8a8c-1ddefa0c6525	train	future	elementary school	u13	11	group 1	post test	7	12	0	Generative model	Generator/Discriminator	What are names of the two smaller models in the the neural network that can generate examples of what it has learned but has not yet seen <please input your answer>	GAN in details. A picture of the GAN architecture (random noise to generator to generate a fake image and a discriminator trying to discriminate that from the training image)
40520ec7-1bc7-4c64-bc3d-d7923bcd7445	train	future	elementary school	u13	11	group 1	post test	6	11	0	The original task and the applied task have some common features	Generative model	What is the name of the neural network that can generate new examples of what it has learned but has not yet seen? <please input your answer>	Generative model. Another thing that humans have but machines seem to lack is creativity. ANN models called the generative model can create examples after learning. Generative adversarial network (GAN) learns to generate outputs indistinguishable from the real data. Images generated by GAN.
14ac6827-52d8-43f0-be16-66723366e0ff	train	past	elementary school	u13	11	group 1	post test	5	13	0	F2l	The original task and the applied task have some common features	In which condition can transfer learning reduce the time to train for the new task? (Hint: not a exact example like CNN.) <please input your answer>	Transfer learning to new areas. Humans also seem to have the ability to transfer learning to new areas. A network trained for one task may be able to be trained for another task faster if the original task and the applied task have some common features. A picture showing transfer learning where the source data/labels are larger than the target data/labels.
aa949bf6-26de-4089-963f-135aee5b13bd	train	future	elementary school	u13	11	group 1	post test	8	17	1	6	Six	How many layers does the cortex of the human big brain have? <please input your answer>	The structure of human brain. The “big brain” of humans is made of six layers organized into columns. We don’t precisely understand how the layers and columns work although we know how these cell types are distributed in the layers. Once we find out, the understanding of brain may change and impact ANN technology. A picture showing the six layers of a human brain.
038f5ced-f580-4ce3-92c3-6e48457333a4	train	past	elementary school	u13	11	group 1	post test	1	4	1	backpropagation  	backpropagation	Please give an example of mechanism that neurons do not have but neural networks have? <please input your answer>	The interaction has decreased. A real neuron is made of tiny electrochemical processes that are only roughly approximated in an artificial neuron model. It is unlikely that backpropagation is going on in the brain when people learn, while backpropagation is a powerful algorithm for training ANNs. A picture of backpropagation.
85563ffa-d08f-43bf-8962-94380728d9e4	train	past	elementary school	u14	11	group 2	post test	4	10	1	FSL	few shot learning	What is the name of the method that enables ANNs to learn from limited examples? <please input your answer>	Few-shot learning. Few-shot learning aims to build accurate machine learning models with less training data. A picture highlighting the difference between large data training and few-shot training.
500e7214-cc30-4b38-b093-7c6ecbeed730	train	past	elementary school	u14	11	group 2	post test	3	8	0	numbers or labels	numbers/labels, the statistical relationships among them	In graphic models, what does nodes and lines represent? <please input your answer>	Graphical model. Graphical model is a new kind of fast-learning algorithm. Nodes: describe anything that can be represented by numbers or labels. Arrows and lines: show one node’s value ends up with the given value of another node. A picture of an example graph.
fc95bab8-a29c-40fe-a199-296db8d36910	train	past	elementary school	u14	11	group 2	post test	2	5	1	there are things that people do a lot better than ai	There are still areas where people perform much better than AI	Why should we watch for developments in neuroscience? Please list one reason. <please input your answer>	We should watch for developments in neuroscience. There are still areas where people perform much better than AI. There may be a different operating principle we can learn from biological neural networks. Two pictures that show the similarty between a biological neuron and the one in ANN.
88440df2-9005-46c1-a334-4f81e807ab9f	train	future	elementary school	u14	11	group 2	post test	7	12	0	imaginative and i do not know the other	Generator/Discriminator	What are names of the two smaller models in the the neural network that can generate examples of what it has learned but has not yet seen <please input your answer>	GAN in details. A picture of the GAN architecture (random noise to generator to generate a fake image and a discriminator trying to discriminate that from the training image)
ec5a0c2d-4a3b-4e18-81ea-8110779d16f1	train	future	elementary school	u14	11	group 2	post test	6	11	1	generative model	Generative model	What is the name of the neural network that can generate new examples of what it has learned but has not yet seen? <please input your answer>	Generative model. Another thing that humans have but machines seem to lack is creativity. ANN models called the generative model can create examples after learning. Generative adversarial network (GAN) learns to generate outputs indistinguishable from the real data. Images generated by GAN.
ba4ec54f-5f53-4072-a764-4f07bab926cf	train	past	elementary school	u14	11	group 2	post test	5	13	1	the original task and applied have similar features	The original task and the applied task have some common features	In which condition can transfer learning reduce the time to train for the new task? (Hint: not a exact example like CNN.) <please input your answer>	Transfer learning to new areas. Humans also seem to have the ability to transfer learning to new areas. A network trained for one task may be able to be trained for another task faster if the original task and the applied task have some common features. A picture showing transfer learning where the source data/labels are larger than the target data/labels.
35fd4cf8-7c03-4401-bbf5-d7660552a800	train	future	elementary school	u14	11	group 2	post test	8	17	1	6	Six	How many layers does the cortex of the human big brain have? <please input your answer>	The structure of human brain. The “big brain” of humans is made of six layers organized into columns. We don’t precisely understand how the layers and columns work although we know how these cell types are distributed in the layers. Once we find out, the understanding of brain may change and impact ANN technology. A picture showing the six layers of a human brain.
f49ae77e-e8f3-4ceb-ae36-3ff6f13ca3a4	train	past	elementary school	u14	11	group 2	post test	1	4	1	backpropagation 	backpropagation	Please give an example of mechanism that neurons do not have but neural networks have? <please input your answer>	The interaction has decreased. A real neuron is made of tiny electrochemical processes that are only roughly approximated in an artificial neuron model. It is unlikely that backpropagation is going on in the brain when people learn, while backpropagation is a powerful algorithm for training ANNs. A picture of backpropagation.
5522a63b-a430-4990-913d-31e315a3f684	train	past	elementary school	u3	11	group 2	post test	4	10	1	few shot learning	few shot learning	What is the name of the method that enables ANNs to learn from limited examples? <please input your answer>	Few-shot learning. Few-shot learning aims to build accurate machine learning models with less training data. A picture highlighting the difference between large data training and few-shot training.
b58264c4-b205-4273-8885-a564ded66a0f	test	past	elementary school	u3	11	group 2	post test	3	8	1	numbers/labels, the statistical relationships among them	numbers/labels, the statistical relationships among them	In graphic models, what does nodes and lines represent? <please input your answer>	Graphical model. Graphical model is a new kind of fast-learning algorithm. Nodes: describe anything that can be represented by numbers or labels. Arrows and lines: show one node’s value ends up with the given value of another node. A picture of an example graph.
877f7691-8ee4-477f-a19e-d2d21a468a9f	train	past	elementary school	u3	11	group 2	post test	2	5	1	There are still areas where people perform much better than AI	There are still areas where people perform much better than AI	Why should we watch for developments in neuroscience? Please list one reason. <please input your answer>	We should watch for developments in neuroscience. There are still areas where people perform much better than AI. There may be a different operating principle we can learn from biological neural networks. Two pictures that show the similarty between a biological neuron and the one in ANN.
7199aab2-1fe3-405e-9ce1-b246dc823774	train	future	elementary school	u3	11	group 2	post test	7	12	0	I don? know	Generator/Discriminator	What are names of the two smaller models in the the neural network that can generate examples of what it has learned but has not yet seen <please input your answer>	GAN in details. A picture of the GAN architecture (random noise to generator to generate a fake image and a discriminator trying to discriminate that from the training image)
5b53ef63-ef01-4427-88fa-3e44eead92b5	train	future	elementary school	u3	11	group 2	post test	6	11	1	Generative model	Generative model	What is the name of the neural network that can generate new examples of what it has learned but has not yet seen? <please input your answer>	Generative model. Another thing that humans have but machines seem to lack is creativity. ANN models called the generative model can create examples after learning. Generative adversarial network (GAN) learns to generate outputs indistinguishable from the real data. Images generated by GAN.
7414acbf-6500-497a-8012-01d2dbdf8cfb	train	past	elementary school	u3	11	group 2	post test	5	13	1	The original task and the applied task have some common features	The original task and the applied task have some common features	In which condition can transfer learning reduce the time to train for the new task? (Hint: not a exact example like CNN.) <please input your answer>	Transfer learning to new areas. Humans also seem to have the ability to transfer learning to new areas. A network trained for one task may be able to be trained for another task faster if the original task and the applied task have some common features. A picture showing transfer learning where the source data/labels are larger than the target data/labels.
73691fdd-6670-473c-9429-9d3ea7710c65	test	future	elementary school	u3	11	group 2	post test	8	17	1	6	Six	How many layers does the cortex of the human big brain have? <please input your answer>	The structure of human brain. The “big brain” of humans is made of six layers organized into columns. We don’t precisely understand how the layers and columns work although we know how these cell types are distributed in the layers. Once we find out, the understanding of brain may change and impact ANN technology. A picture showing the six layers of a human brain.
86d75bec-daed-4a87-b730-5c2763dc96c4	train	past	elementary school	u3	11	group 2	post test	1	4	1	backpropagation	backpropagation	Please give an example of mechanism that neurons do not have but neural networks have? <please input your answer>	The interaction has decreased. A real neuron is made of tiny electrochemical processes that are only roughly approximated in an artificial neuron model. It is unlikely that backpropagation is going on in the brain when people learn, while backpropagation is a powerful algorithm for training ANNs. A picture of backpropagation.
